freebase:id,wikipedia:id,viaf:id,lcnaf:id,moma:id,vanda:id,ima:id,ch:id,ch:name
/m/03bkcp,775874,,,,,,18045045,Hendrik Petrus Berlage
/m/0bmf1gs,26924909,,,,,,18045057,W.H. Gispen
/m/06mzhh,2112528,,,,,,18045067,Alexandre Brongniart
/m/02qngk2,10729115,,,,,18296401,18045087,Jean-Baptiste-Claude Odiot
/m/0fb65j,5874071,,,,13010,,18045089,Fabergé
/m/02rtwj1,11829480,,,,42194,,18045091,Lomonosov Porcelain Factory
/m/01yb3t,342837,,,1249,1052,,18045093,Corning Glass Works
,,,,,,,18045117,Ludwig Suetterlin
/m/027q5sh,8931992,,,,,,18045129,George Washington Maher
,,,,,12492,,18045131,Cartier
/m/0378jh,739555,74022344,,,,,18045153,Walter Crane
/m/067m_y,1939968,,,,,,18045171,Sunbeam Corporation
/m/02x3vl5,12764295,,,,,,18045183,Mikhail Mikhailovich Adamovich
,,,,,,,18045203,Lebedeva
/m/04dvd,17300,,,3710,38475,,18045205,Kazimir Severinovich Malevich
/m/08kmrj,3014315,,,,,,18045215,Vkhutemas
/m/04y71p4,20093505,,,,,,18045221,Heinz Werner
/m/06stqk,2179648,9839341,,,38792,,18045245,Boris Mikhailovich Kustodiev
/m/02vr6d6,12142731,,,,,,18045257,Ivan Kuznetsov
,,,,,,,18045357,Ray Sander
,,,,,,,18045369,Michael Barry
,,,,,,,18045373,Jay Wilson
/m/087c7,34164,,,,52195,,18045375,Xerox
/m/0dt48c,5571944,,,,,,18045419,Bromley Hall
/m/04tynd,1338894,,,7077,,,18045429,Gustav Stickley
/m/0dscqkb,29261380,,,,,,18045445,Louis-Henri Breviere
/m/02gc67,487018,116681603,,4485,,,18045471,Verner Panton
,,,,,,,18045475,Arthur Lee
/m/050w7s,1429649,,,3641,,,18045529,Jean Lurcat
/m/0czb37z,28735359,,,7346,,,18045553,Astrid Sampe
/m/047f487,17739495,,,,,,18045565,Raymond Duncan
/m/0bvs4t,4297978,,,,76196,,18045567,Jean-Baptiste Huët
/m/02z0p97,12939660,,,,,,18045633,Diane Itter
/m/02pw57r,9894336,,,,,,18045635,Mariska Karasz
/m/0f810c,5833004,113941266,,,,,18045647,Mary Walker Phillips
/m/02vx4d3,12240071,,,,,,18045651,John Henry Dearle
/m/02_7k9,646742,,,,4496,,18045681,Paul Poiret
/m/037rjn,744872,,,1646,,,18045693,Raoul Dufy
/m/02rjzbn,11579659,,,,,,18045695,Chatham Manufacturing Company
,,,,,,,18045715,Édouard  Bénédictus
/m/0j26mv3,34576757,,,,,,18045727,Jhane Barnes
,,9825649,,,,,18045747,William Hodge
/m/0c40qv8,27609063,,,,,,18045761,Intair
/m/02250p,385762,93197959,,5536,,,18045807,Ettore Sottsass
/m/019h1v,186466,29552547,,2679,,,18045813,Howard Hodgkin
/m/09ry7h1,,,,,,,18045841,Cheney Brothers
/m/0f1gs,53621,108427049,,8215,575,18308065,18045843,Robert Venturi
,,,,,,,18045847,Dwight Taylor
/m/0c58wzb,,,,,,,18045849,Clayton Knight
/m/025mk3,415077,,,,,,18045853,John Held Jr.
/m/03_dc1,1025817,,,,,,18045913,Paul Simmons
/m/0gtwvgq,31619208,,,,34250,,18045915,Timorous Beasties
/m/0b48hv,3871014,,,,,,18045919,Rainbow
/m/05dq64,1588280,44557607,,,,,18045927,Bernard Rudofsky
/m/03mhvmq,15616934,,,,,,18045935,Lucienne Day
,,,,,,,18045951,Vera
/m/071llk,2294579,46825663,,,,,18045963,May Morris
,,,,,,,18045975,Lufthansa German Airlines
/m/036rsv,,,,,4469,,18045993,Mariano Fortuny
/m/02z2z_n,13004115,,,,,,18046005,Tzaims Luksus
,,,,,,,18046009,Elizabeth Tudor
/m/0ddny6,5306291,,,,,,18046025,Vuokko Eskolin Nurmesniemi
/m/06zsyb,2257689,,,,,,18046029,Armi Ratia
,,,,,,,18046053,David Barrow
/m/02829qr,9267337,,,,,,18046065,Cressida Bell
/m/0f4hnq,5786359,,,3555,,,18046089,Stig Lindberg
,,,,,,,18046093,Caroline Gray
/m/076xqz9,23944338,,,,,,18046097,Alexander Brebner
/m/06hwls,2054399,,,,,,18046101,Folly Cove Designers
/m/05x0m5,1788606,,,,,,18046105,Ken Done
/m/0938xg,3284408,,,5814,,,18046125,Lenore Tawney
/m/02ztp5,642414,,,,,,18046171,Owens Corning Fiberglass
/m/02z4p04,13051327,,,,,,18046183,Associated American Artists
,,,,,,,18046197,John Hull
/m/0bmc8bt,26666649,,,4571,,,18046203,Gabor Peterdi
/m/05qssn,1717512,,,,,,18046213,Tony Sarg
/m/0cpt73,,,,,,,18046215,Merton Abbey
/m/08pq33,3075550,,,96,,,18046221,Anni Albers
/m/03yhtn7,16635777,,,,,,18046225,Hans Krondahl
/m/06v5_4,2197022,,,,,,18046273,Ken Scott
,,,,,,,18046283,Owen Jones
/m/036rtk,734091,,,,73030,,18046285,Jean Patou
/m/0g8h21,6518264,,,,7881,,18046291,Fiorucci
/m/023q3s,399761,,,,,,18046307,John Hewson
/m/04n52nj,19380953,,,,,,18046321,Orinoka Mills
/m/09glzhp,24985452,,,,13637,,18046337,F. Schumacher & Co.
/m/052_lth,,,,1971,,,18046343,Josef Frank
/m/06dr8q,2009303,,,,7868,,18046351,Hermès
/m/03092z,10899874,,,2694,,,18046353,Josef Hoffmann
/m/0c02rz8,27452039,,,,,,18046365,"Arthur Sanderson & Sons, Ltd."
/m/01fm2,4481,59088051,,,32450,,18046377,Beatrix Potter
/m/02p_bp_,10029748,,,,,,18046439,Jean-Baptiste Réveillon
/m/01pkvx,277858,,,,16068,,18046463,"Sears, Roebuck and Co."
,,,,,43722,,18046467,Duro
/m/0g65kh,6459294,,,,,18297127,18046485,Mary McFadden
/m/04zwycr,20334441,,,,,,18046513,Andre Groult
/m/06gxfk,2038953,9845043,,,,,18046515,Rene Crevel
,,,,870,,,18046529,Charles Burchfield
/m/0czcshg,28720037,,,6463,,,18046531,Paul Wunderlich
,,,,,,,18046533,Marburg
/m/037ynw,,,,2931,,,18046535,Allen Jones
/m/025zb2n,7328346,,,5882,75356,,18046537,Jean Tinguely
/m/0226vh,386255,,,,,,18046543,Peter Phillips
/m/04n3j_w,19467874,,,,,,18046545,Getulio Alviani
/m/027tfyk,9014286,,,,,,18046551,Fritz August Breuhaus de Groot
/m/03ym8tk,16679391,,,,,,18046581,Carl-Axel Acking
/m/03fz25,839945,,,,,,18046593,Sigvard Bernadotte
/m/05c55pq,21168564,,,,,,18046643,Peggy Angus
/m/07zfwf,2710478,,,,51007,,18046663,William Burges
,,,,6391,,,18046669,Scott Wilson
,,,,,,,18046697,E.S.
/m/08ggv6,2964420,,,,,,18046701,Henry Butler
/m/0kc6,864,56617645,,6246,12770,,18046705,Andy Warhol
/m/05_dv5,1830848,,,395,31266,,18046723,Edward Bawden
,,,,,,,18046751,Braendli
/m/0bwsp1,4318009,,,,,,18046753,Tekko
/m/0405ryc,16776968,,,,,,18046763,Jofa
/m/0832kj,,,,,,,18046811,Charles Francis Annesley Voysey
,,,,,,,18046869,Mountville
,,,,,,,18046885,Peacock
,,,,,,,18046891,Staunton
/m/02z34m3,13007967,,,,,,18046895,Nancy Warren
/m/011w7m,141931,64001320,,,54738,18306193,18046909,Sir J.M. Barrie
,,,,,4372,,18046963,Williamson
/m/0c1np8k,30050245,,,,,,18046977,Joan Perry
,,,,,,,18046999,Anthony Little
/m/06w6tpz,23389980,,,,,,18047007,Ben Morris
/m/0gf0nv,6618372,,,,,,18047063,Gene McDonald
/m/0hr5zpy,34086281,,,,43848,,18047087,Marburger Tapetenfabrik
/m/01p6n6,275016,,,2145,,,18047097,Charles Dana Gibson
,,,,,,,18047111,Hannah Davis
/m/06qq7g,2153245,,,,,,18047161,Albert Warner
/m/01f78w,213216,,,922,3851,18300447,18047163,Alexander Calder
/m/0hpyg,67257,,,,,,18047195,Chester Gould
/m/04n6dfl,19589898,,,,,,18047201,Paul McCobb
/m/080dtz7,24461131,,,,,,18047207,Vera Neumann
/m/07s7b4y,24347277,8916620,,,,,18047217,Arnold Blanch
/m/02q8vl9,10336533,,,,,,18047219,Aaron Bohrod
/m/027mdx0,8861575,,,1466,,,18047221,Adolf Dehn
/m/060_7,24176,15873,,4609,50139,,18047293,Pablo Picasso
/m/015qp7,163444,64163914,,,1838,,18047313,Kate Greenaway
/m/04045fq,16721204,,,,,,18047333,Stanley Bate
,,,,6281,33744,,18047345,William Wegman
/m/0962h6,3328449,,,,,,18047369,Cecil Aldin
/m/0l12d,81795,,,8200,,,18047417,David Byrne
/m/09c7b,37535,,,,45022,,18047467,Metropolitan Museum of Art
/m/0hhj3,66106,,,,,,18047689,Whitney Museum of American Art
,,,,,,,18048069,HERTING
/m/04p9w9,1275160,,,,987,,18048101,Wiener Werkstätte
/m/052345,1444356,,,,,,18048151,"Herman Miller, Inc."
,,,,,,,18048173,FASSLER
/m/0451_2,1089837,,,5634,3107,,18048503,Theophile Alexandre Steinlen
/m/02p_l82,10036067,,,,,18297039,18048547,Paul T. Frankl
/m/0gynjd_,,,,6965,,,18048563,Vladimir Stenberg
/m/03bnb,12730,,,,51880,,18048579,General Electric Company
/m/01z9kt,351248,,,1444,,,18048585,Niki de Saint-Phalle
/m/07s733f,,,,,,,18048595,Kvadrat
/m/0ch5n8r,28017210,,,,,,18048601,Kay Bojesen
/m/0dfkqn,,,,,,,18048701,Minton's
,,,,,,,18048703,Benson
,,,,,,,18048715,Delta
/m/025wn0x,7223413,,,,,,18048729,Private collection
,,,,,,,18048743,Jack Wright
,,,,,,,18048745,George Payne
,,,,,,,18048775,Modern Arts
,,,,,,,18048961,"Street & Smith Publications, Inc."
,,,,,,,18049029,Paul Dean
/m/09c3vs,3432164,,,,,,18049031,Paul Dillon
,,,,,,,18049049,Haussmann
/m/04cwqjq,18117146,,,,,,18049067,American Print Works
/m/071k0z,2294024,,,,,,18049115,Studio X
/m/03pfft,914229,,,,,,18049121,Rolodex
,,,,,,,18049129,Elsterwerda
,,,,,38300,,18049133,Schramberg
,,,,,,,18049139,Goebel
,,,,,,,18049149,"Apple Computer, Inc."
/m/032jjq,681834,,,,,,18049155,Abraham Bosse
/m/01bnyy,194846,,,,,,18049165,Telekom
/m/01gtzn,225297,,,,,,18049175,Gallé
,,,,,11207,,18049179,Daum
/m/04xqtq,1374962,,,,34241,,18049191,Van Cleef and Arpels
/m/05f3mf5,21425312,,,,,,18049199,Merry-Joseph Blondel
/m/02qgvcp,10528970,,,,,,18049203,Rebeca Méndez
/m/0hznj7q,34266838,,,,,,18049219,Jean Adrien Mercier
/m/0fx_wm,6231500,71510347,94029554,,,,18049223,Michael Bierut
,,,,,,,18049227,Keith Brown
,,,,,,,18049319,Art Smith
/m/03c0vw2,13293492,,,,,,18049327,Charles-Antoine Coypel
/m/0409d5w,16881561,,,,,,18049353,Alexandre Evariste Fragonard
,,,,,,,18049357,Boquet
,,,,,,,18049359,Riton
/m/04f2v5h,18482809,,,,,,18049449,Joseph Dufour et Cie.
/m/050dh,19958,95775085,,696,,,18049451,Mario Botta
/m/01vhz5,320965,,,,,,18049475,Pennsylvania Railroad
/m/05f9jmf,21442470,,,,,,18049491,Jacques-Denis Antoine
/m/0glhl,61154,,,,,,18049499,Etienne-Louis Boullée
/m/05b0q_,1555286,,,,,,18049501,Heinz Edelmann
/m/017jv5,174319,,,,54460,,18049503,United Artists
,,,,3788,,,18049517,Charles Martin
/m/01bs3z,195487,59097680,,,,,18049565,Charles Le Brun
/m/03rcq3,934307,,,,,,18049569,Pierre Lescot
/m/07fy41,2464429,,,,,,18049571,Jean Goujon
/m/08q4w7,3082370,69852805,,,,,18049573,Marguerite Zorach
/m/03czkv6,14262284,,,,,,18049575,The Educational Alliance
/m/06yvx8,2245401,,,,,,18049591,Jacques Ignace Hittorff
,,,,,,,18049621,Advisory Council
/m/06wgbys,,,,,,,18049721,Apple Films
/m/05wdhv,1780815,,,,,,18049729,Radius
/m/0z07,2386,,,,61084,,18049749,American Airlines
/m/0z6n,2402,,,,11277,,18049765,Albrecht Dürer
/m/0h7lbdv,33331129,,,,,,18049769,Sarah Campbell
,,,,,,,18049793,Gordon
/m/017jsh,174311,,,,,,18049809,Benjamin Thompson
/m/0jl1lfl,35622315,,,,,,18049811,Tommi Parzinger
/m/09nkw2,3592515,,,,,,18049819,Tupperware Corporation
,,,,,,,18049831,Annaburg
,,,,,,,18049837,Georgenthal
,,,,,,,18049839,Karlsruhe
/m/02ryh81,11929764,,,,,,18049849,Maija Isola
,,,,,48377,,18049853,Jamet
,,,,,,,18049861,Peter Chang
,,,,,,,18049985,Harvey Smith
/m/05zjt9,1820546,109121023,,,,,18050011,George Nakashima
/m/03m87s_,15427695,,,,,,18050013,James Hazen Hyde
/m/0524fmf,20610574,,,,,,18050015,Charles Meynier
/m/047q8r_,17910084,,,,,,18050033,Anne Vallayer-Coster
/m/039pn_,766195,54944558,,,,,18050035,Augustus Saint-Gaudens
,,,,,,,18050045,Charles Swainson
/m/09m6y0,3569986,,,,,,18050049,Sven Markelius
/m/03kq76,874862,95723646,,,,,18050065,Kenneth Snelson
/m/02lvmv,14652786,,,1672,,,18050087,Ray Eames
/m/01wxlt,330963,,,,,,18050095,Horace Vernet
,,,,,,,18050099,Cholet
,,76690014,,,,,18050101,A. Henry
,,,,,,,18050103,Delmes
/m/07k5y0n,24213555,,,5729,,,18050113,Carol Summers
/m/02z2gyj,,,,,,,18050115,Judith Brown
/m/0ccjn,,,,,9600,,18050137,Alessi
/m/06_x0x8,23845685,,,,,,18050147,John Oster Manufacturing Company
,,,,,,,18050183,Hoover
,,,,,,,18050245,Bunzlau
,,,,,,,18050247,Grünstadt
/m/02f1wq,475896,,,,,18296159,18050337,Lucas van Leyden
/m/0d3fwr,5117279,,,7936,,,18050379,Wendell Castle
/m/01gb8w,221468,,,,,,18050387,Luca Giordano
/m/017zf_,176672,,,,,,18050419,Polaroid Corporation
/m/07v8dq,2648968,,,,,,18050457,Robert Frederick Blum
/m/03hhsj9,15111810,,,4918,,18295433,18050491,Richard Riemerschmid
/m/0123m1,143410,,,,,,18050511,Umbra
/m/0dvns,52717,,,5723,,,18050521,Louis Henry Sullivan
/m/0cz8hp4,28572877,,,,,,18050541,Iroquois China Company
/m/02pwzp6,9917265,,,,,,18050545,Boston and Sandwich Glass Company
/m/04f65gm,18337164,,,,,,18050591,Alfonso Iannelli
,,,,,,,18050609,Mary Mitchell
/m/0bh748l,26653373,,,,,,18050617,Judith Clarke
,,,,,,,18050619,Elizabeth Andrew
,,,,,,,18050651,Mary Brown
/m/0j25fvd,34604531,,,4749,1269,,18050663,Otto Prutscher
/m/01qh39,290195,100323855,,,,,18050679,Elizabeth Warren
/m/02vw1sp,12212694,,,,,,18050689,Mary Ann Wilson
/m/05r7qh,1723749,,,,,,18050695,Sarah Patterson
,,,,,,,18050697,Mary Slatter
/m/0bj33b,4102790,,,,,,18050699,Ann Bell
/m/02z58yg,13068568,,,,38007,,18050711,Richard-Ginori
/m/02qv1r5,10921590,,,,,,18050719,Eliza Thompson
,,,,,,,18050727,Mary Follet
,,,,,,,18050753,Mary Chapel
/m/027tpx6,9019459,,,,,18308415,18050801,Maurice Marinot
/m/01sj_s,306181,,,4823,12769,18294687,18050813,Robert Rauschenberg
,,,,,,,18050843,Christopher Carruthers
,,,,,,,18050863,Francesca Martin
/m/098fb6,3377597,,,,,,18050877,Jay Crawford
/m/0ftdd,57627,,,,,,18050905,Eastman Kodak Company
,,,,,,,18050913,Luisa Dias
/m/04cv4k6,18209024,,,,,,18050969,Xavier Gonzalez
/m/04n4yv7,19657535,,,,,,18050985,Bruce Metcalf
,,,,,42132,,18050987,Richards
/m/02pmb33,9627326,,,747,,,18051011,Pieter Brattinga
,,,,,,,18051029,Flos
,,,,,,,18051045,Albert Ludovici
,,22204997,,,,,18051047,Charles Rosenberg
/m/0dn4w_,5467171,,,,,,18051051,Giuseppe Vasi
,,,,,,,18051067,Lazin
/m/0j9p955,35462664,,,,,,18051069,Katalan
/m/0fllxk,6032861,,,5225,,,18051113,Peter Schlumbohm
,,,,,,,18051123,Michael Schneider
/m/0h7ng6,7164457,,,,,,18051153,Henry Varnum Poor
/m/0g5439q,30089081,,,,,,18051207,Charles Abraham Chasselat
/m/0vdk,1938,94625754,,,,,18051235,Andrew Carnegie
/m/026xjp0,8243089,,,,,,18051289,Jean-Michel Moreau le Jeune
/m/0gwwdd,6915433,,,,,,18051299,Pierre Dupuis
/m/093_vw,3296342,,,,,,18051305,Lebbeus Woods
/m/025x5_4,7248357,,,342,,,18051493,Will Barnet
/m/07_m2,32603,9854560,,2206,,,18051495,Vincent Van Gogh
/m/04xsmy,1375695,34450286,,4154,54279,,18051541,Josef Müller-Brockmann
/m/0286gq4,9377329,,,,,,18051611,Edgar Brandt
/m/02rbv2y,11419393,,,,,,18051659,Giovanni Battista Galestruzzi
/m/04s3ty,1313221,,,,,,18051661,Giovanni Francesco Grimaldi
,,,,,,,18051665,Italian
/m/0hfyj,65828,,,,,,18051731,Smithsonian Institution
,,,,,,,18051785,William Pitt
/m/02bw4_,457798,39589087,,,,,18051787,Norman Bel Geddes
/m/013pfg,151357,32243757,,,,,18051793,Thomas Chippendale
/m/049kqx,1138120,,,3115,,,18051815,Ernst Ludwig Kirchner
/m/01dn3v,208687,4940255,,,,18299393,18051861,Jean Baptiste Camille Corot
/m/09b3v,37398,,,,,,18051901,Walt Disney Company
,,,,,45101,,18051907,Fitch
/m/02xvdp,624029,,,,,,18051919,Duncan Phyfe
/m/04z4d4,1394623,283709,,,,18295953,18051935,William Merritt Chase
/m/09gmwww,25106060,,,,,,18051951,Enea Vico
/m/01nfbq,266243,,,8692,,,18051969,IDEO
,,,,,,,18052025,Unknown
,,,,,,,18052029,Unknown
/m/026_mfm,8329716,,,,,,18052033,Alexandre Jacovleff
,,,,,,,18052035,Unknown
,,,,,,,18052043,Unknown
,,,,,,,18052047,Unknown
,,,,,,,18052051,Unknown
/m/01xf8t,335390,12347231,,97,12402,18295581,18052071,Josef Albers
/m/03c3yt5,13396367,,,,,,18052091,Rudolf Staffel
,,,,,,,18052115,Bihl
,,,,,,,18052121,Zell
/m/0ch4zmb,27918701,,,,,,18052123,Nicolas Beatrizet
/m/06q1qh,2144760,,,,,,18052229,Industrial Designers Society of America
/m/080fslv,8038111,,,,,,18052239,Charles Pollock
,,,,,,,18052279,Vice Versa
/m/0fqsd,,,,,,,18052301,Olympus
/m/01yq83,345893,,,311,,,18052333,Giacomo Balla
/m/0fpjrn1,29588070,,,,,,18052347,Albert Gregory
,,,,,,,18052357,David Andersen
/m/0h3xcxh,32830793,,,,,,18052393,Antoine-Andre Ravrio
/m/05w9yd,1779792,,,,,,18052407,Edward Sorel
,,,,,,,18052495,Winterhalter
/m/0h1f3b_,32500620,,,,,,18052543,George Stavrinos
/m/0br9gn,4232335,,,,,,18052559,Pentagram Design
,,,,1410,,,18052585,Paul Davis
/m/051_3pw,20589817,,,,,,18052647,Vlastislav Hofman
/m/05q9sz1,22238604,,,,,,18052659,Alexander Isley
/m/01wb_3,327612,,,,,,18052713,Radio Shack
/m/01ztm_,355541,,,,,,18052719,Thomson Consumer Electronics
/m/026w2q0,8204189,,,,,,18052721,SABA
/m/01_p3w,363233,,,,,,18052781,Samuel Mockbee
/m/0lwkh,18998781,,,,,,18052787,"Nike, Inc."
/m/0265153,7546101,,,5401,,,18052839,Everett Shinn
/m/05r50h,1722742,14782093,,1498,,,18052867,Fortunato Depero
/m/0641059,22784518,,,,,,18052885,U.S. Glass Company
/m/0ks2s1,7315947,15040640,,,,,18052911,Stefan Sagmeister
,,,,,,,18052919,Barbara White
/m/0c10vb,4414814,,,,,,18053031,Robert Ingersoll Aitken
/m/0h3tcgf,29630805,,,,1077,18308329,18053137,New England Glass company
/m/0w0x,2009,71410602,,34,1020,,18053139,Alvar Aalto
/m/010q8,2729,,,,,,18053169,Arthur J. Stone
/m/0d_w7,53404,,,2108,,,18053195,Frank O. Gehry
/m/02t2v3,590644,,,,,,18053205,Charles Rohlfs
/m/04jxp,17897,,,7166,,,18053223,Ludwig Mies van der Rohe
/m/0g56s4t,30075096,,,,,,18053243,Jérôme-François Chantereau
/m/0d_h8,53352,,,5103,,,18053281,Eero Saarinen
/m/029hs1,446877,96295948,,2697,,,18053303,Armin Hofmann
/m/02qw4qt,10955926,42774552,,,,,18053323,J. Abbott Miller
/m/0fyt5,58235,,,,,,18053359,U.S. Department of Transportation
,,,,,,,18053515,Superbag
/m/05mxjvv,21785596,,,,,,18053539,Robert Dozier
/m/0900tb,3231779,,,,,,18053561,Robert Winthrop Chanler
,,,,1915,14282,,18053605,Alan Fletcher
/m/03qcx0f,15848964,,,,,,18053621,Bruno Moretti
/m/071n66,2295131,,,35,,,18053629,Aino Aalto
,,,,,31634,,18053639,Artek
/m/05f2x3p,21379301,,,,,,18053645,Jean-Michel Wilmotte
,,,,,60671,,18053647,Academy
,,,,,,,18053663,William Adams
,,,,,,,18053669,O-Luce
/m/05fxn,21694,,,,,,18053677,"NeXT, Inc."
/m/0456nx,,,,,,,18053681,Thomas De La Rue
/m/03wgs9t,16315837,,,,,,18053695,Mark Wheatley
/m/0dfz66,5330606,95874994,,3224,,,18053709,Mark Kostabi
/m/0fkkt2,6012951,,,,37926,,18053731,Brionvega
,,,,,,,18053755,Doug Wilson
/m/06m8rp,2102471,,,,,,18053787,Pierre-Yves Pelletier
,,,,,,,18053793,Thomas Wood
/m/0250f,7672,,,,,,18053795,Chuck Jones
/m/09g8k83,25094112,,,,,,18053799,Ed Koren
/m/0gtt8yz,31737338,,,,383,,18053821,Coloroll
/m/0cx9l0,4961959,,,,,,18053841,Hilton McConnico
,,,,,,,18053857,Morgantown
/m/0395wn,761315,,,,,,18053875,Roger Taillibert
/m/0fp8r_,6083050,,,,,,18053877,David Tisdale
/m/04zvfb1,20403808,,,,,,18053885,Philip Burton
/m/03cbf4_,13595277,,,289,,,18053891,William Bailey
/m/017b13,173057,,,5640,,,18053895,Frank Stella
/m/04rzwz,1311849,,,5086,37425,18295179,18053897,Edward Ruscha
/m/02gvjt,491264,260193,,531,,,18053901,Harry Bertoia
/m/05b3wjl,20903889,,,,,,18053911,Angelo Mangiarotti
,,,,,,,18053943,Michael Matthews
,,,,,,,18053953,Karen Brown
/m/02pkx3g,9584415,,,,,,18053967,Sam Aaron
/m/02qkgzm,10622141,,,,,,18053971,Michaele Vollbracht
/m/016r77,169709,,,5824,,,18053975,Walter Dorwin Teague
/m/07krw,30775,69106390,,,,18302661,18053977,Thomas Nast
/m/0kt82x,7723281,,,3688,31596,,18053979,Vico Magistretti
,,,,5866,42656,,18054021,Thonet Brothers
/m/07sb9m9,,,,,,,18054059,Herman Mueller
/m/0452d,16310,,,,,,18054061,Jacopo Amiconi
,,,,,,,18054089,Apron
/m/066r8s,1927435,,,2026,,,18054177,Shigeo Fukuda
,,,,,,,18054229,Bell Telephone Company
/m/0gdfwf,6604370,,,6502,,,18054231,Tadanori Yokoo
/m/02x3n1g,12759198,,,,,,18054253,Maria Longworth Nichols
/m/05znh62,22465280,,,,,,18054261,August Wilhelm Holmstrom
/m/0cbjf,45376,,,,776,18308261,18054265,Baccarat
/m/096t69,3343012,,,,,,18054269,Matthew Rolston
,,,,,,,18054295,PAF
/m/05998q,1545938,,,,,,18054321,LeRoy Neiman
,,,,,,,18054343,Tebong
,,,,,,,18054405,Sagmeister Inc.
/m/0cg9kg,4667421,,,,,,18054437,Joseph Michael Gandy
/m/0jt1_,74097,,,6336,,,18054461,James Abbott McNeill Whistler
/m/03lr35,885620,,,,46454,18302119,18054477,Martin Schongauer
/m/0c6hdr,4513984,,,,,,18054493,Otl Aicher
,,,,,,,18054623,American Thermos Bottle Company
,,,,,,,18054677,Limbach
,,,,,,18298867,18054727,James Hadley
/m/05b0vp3,20993953,,,,6695,,18054739,Haviland & Co.
,,,,,,,18054753,Herder
,,,,,,,18054771,Holiçs
/m/05n4hz,1683889,,,,,,18054799,Francesco Melzi
/m/0gk_4wc,31453124,,,,12101,,18054817,Elkington & Co.
,,,,,,,18054841,Thomas Hope
/m/0ftt1y,6167755,,,,,,18054871,American Institute of Graphic Arts
/m/09f2j,37765,,,,,,18054935,UCLA
/m/026qk8b,8075461,,,,,,18054937,Yale University School of Art
/m/04641z1,17575706,,,8575,,,18054939,Herbert Krenchel
/m/08815,34273,,,,,,18054949,Yale University
,,,,,,,18054969,Megalit
/m/05jzss,1641878,,,,,,18055007,John Adler
/m/09qhqq,3621658,,,,,,18055025,Lightolier
/m/042x1n,1064863,,,,,,18055031,Cummins
/m/02hp6p,498528,,,,,,18055043,University of Hartford
/m/01rpc_,299202,,,,,18297691,18055063,Jean Baptiste Carpeaux
/m/0523wk7,20559850,9398904,00098343,,,,18055091,Neil Selkirk
/m/08r5qp,3096843,,,,,,18055175,Kenny Scharf
,,,,,,,18055227,Unknown
/m/03lk29,883541,,,,,,18055229,Sebastiano Conca
/m/0272718,8403266,32133820,,,,,18055275,Maira Kalman
,,,,,,,18055303,Renard
/m/027jjn,429739,,,,,,18055309,Isaac Mizrahi
/m/0fr1dc,6118566,,,,,,18055319,fuseproject.
,,,,,,,18055323,Brian Connelly
/m/047dl7f,17868384,,,2949,,,18055329,Finn Juhl
,,122244068,,,,,18055381,Mary Freeman
,,,,,,,18055389,Rebecca Knight
,,,,,,,18055393,Ann Wood
,,,,,,,18055395,Mary Johnston
,,,,,,,18055415,Mary Wood
/m/0284chk,9318147,,,,,,18055431,Claude Vignon
/m/01cl0d,18885017,,,,,,18055471,A+M Records
/m/03c7r99,13511513,,,,,,18055495,William Cripps
/m/03kb4x,871232,,,,33096,,18055523,Benozzo Gozzoli
/m/0k3mbrl,36373864,,,,,,18055569,Paulding Farnham
,,,,,,18307143,18055611,Snowcrash
/m/074g02,2332995,,,5392,647,,18055621,Cindy Sherman
/m/03w9g9d,15442617,,,,,,18055657,Pierre Chareau
/m/06b4f1,1973614,,,,,,18055663,Jeffrey Chodorow
/m/01ny1z,,,,483,,,18055669,Thomas Hart Benton
/m/03kc8p,871569,,,,,,18055671,Hubert Robert
/m/051mn,20127,,,1757,,,18055709,Maurits Cornelis Escher
/m/0h_djp3,3257952,,,,,,18055711,Gabriele Valvassori
/m/02hxx9,501455,,,,,,18055723,Peter Rice
/m/019h4r,186480,,,7496,72390,18307939,18055731,Gilbert & George
/m/0g1ss,58822,,,,,,18055749,Federigo Zuccaro
/m/05f7pmr,21371056,,,,,,18055755,James Dixon & Sons
/m/05zs95k,22785776,,,,14952,,18055797,William Boswell
,,,,,,,18055839,Rosendahl
/m/051w46k,20611006,,,,,,18055849,Jean Baptiste-Marie Pierre
/m/01scvf,304903,39471157,,,,,18055857,Eliel Saarinen
,,,,,,,18055863,Storeys
/m/03n9g_,902093,,,,,,18055877,Belisario Corenzio
/m/059k72,1548991,,,,,18303163,18055881,Corrado Giaquinto
,,,,,,,18055883,Rodriguez
/m/0gffbjp,30815925,,,,,,18055887,Francesco Coghetti
/m/03qjljt,15971495,,,,,,18055915,Lois Greenfield
,,,,,,,18055931,John Scott
/m/0ch1l1q,27901255,,,,,,18055939,Taxile Doat
/m/04x6x7,1368482,,,1879,,,18056001,Howard Finster
/m/06krnf,2079774,,,,,,18056003,Cushman & Wakefield
/m/08wxj7,3171091,95834380,,,,,18056027,Jacques Le Moyne
/m/0c0x7,44112,,,,,,18056035,John Dalton
/m/03c6b2n,13468169,,,,,,18056037,Lynn Goldsmith
/m/02wwdz7,12574031,,,,,,18056049,Paula White
,,,,,,,18056087,Maharam
/m/02wylxg,12624735,,,,,,18056119,Augustin Hirschvogel
,,,,,,,18056151,Mary Harris
/m/0fl7g2,22529983,,,,,,18056153,Sarah Harris
